"","ld","smd","stlogoddse"
"number",-0.000243969334239104,-0.0916122681728864,-0.250705427908287
"die",-2.82802656019202e-05,-0.011176536066903,-0.0487699370989202
"hand",8.63029572020042e-05,0.0317960558370261,0.047702353001158
"head",-2.76398765484239e-05,-0.00992577712745981,-0.0435703867792874
"decis",-0.00028515827182905,-0.111709414955187,-0.324739383378691
"news",-0.000170357407742147,-0.0691348543045128,-0.20709541814383
"set",0.000524380041136111,0.200086855878914,0.379670131624611
"suspect",0.000106800296806675,0.0546624890460871,0.140633465311137
"terror",-0.000317947856678505,-0.129570198845566,-0.403489400271585
"man",2.19383055063685e-05,0.00951262728889663,0.00400364769116266
"press",-5.92622840969806e-05,-0.0217490439460992,-0.072742985965176
"put",-2.19648022433392e-07,-7.05568366655074e-05,-0.0216035234643227
"left",0.000103839716824774,0.0376933286919861,0.0620608122874466
"major",0.000216085422389384,0.0786143666030133,0.147681654817382
"inform",-0.000312856189679249,-0.12794782308412,-0.412057288564804
"oper",2.84028474979482e-05,0.0125384266393343,0.0134353012316255
"move",-0.000111731334382288,-0.0413144165993386,-0.123113760577564
"account",4.09913126102206e-05,0.0170212946619088,0.0230302539667467
"european",-0.00041908830181822,-0.191448621388112,-0.785488753177838
"guerrilla",-0.000307188561360591,-0.156272514864836,-0.691439991922784
"led",0.000647367724365094,0.23218298297906,0.425852375903106
"opposit",0.000315026618867858,0.203974297805363,0.632965795416155
"chief",-0.000164737619788803,-0.0624014339901473,-0.184228808999464
"past",-0.000146095155196824,-0.0520884302735,-0.147891748693625
"area",-8.36946999883918e-05,-0.0341473117556733,-0.115119177748906
"open",-0.000175583001583765,-0.0584611700405741,-0.154500292686435
"fight",0.000357861268803502,0.149714745352804,0.33112630294396
"democraci",-0.000198400924789936,-0.0838341733378313,-0.277062649884808
"repres",-3.23337077708623e-05,-0.0115423136715015,-0.048420486181106
"defend",-3.58395846776993e-05,-0.0148597889344226,-0.0623728097078928
"X1",7.48442950283697e-05,0.0268754708973809,0.0407254494454679
"protect",-4.45947425785494e-05,-0.0176540714379193,-0.0683593271645042
"bodi",-0.00010378662089975,-0.0537152658132317,-0.22120202354495
"high",5.66020565089766e-05,0.0211308213389859,0.0305542999109617
"wit",0.000323509597250334,0.189418331043971,0.565423947229294
"turn",0.000222171207106835,0.0793491313698157,0.155873064879579
"sudan",-0.000217254383049354,-0.140243286356172,-0.883548423318433
"record",-0.000491153641276179,-0.170863068197186,-0.509670037938722
"congress",0.000112731750986681,0.0643078182377517,0.205832007303001
"protest",-0.000308356524411765,-0.119961381460455,-0.390510601644591
"senior",-0.000239554668657249,-0.0872127205029796,-0.260222185946113
"X10",-4.32921119768507e-05,-0.0138752636787498,-0.0518749711478436
"civil",0.000594451394072907,0.23107674153903,0.483187391895118
"ad",-0.000248243373390907,-0.0769172530964005,-0.197386059714946
"kosovo",-0.000362047387121861,-0.233469989304723,-3.09748618057125
"econom",-1.77670732385593e-05,-0.00724586393772365,-0.0415478794980401
"close",0.000117148186262258,0.0394471458891754,0.0683563144130725
"clinton",-1.32756267484585e-05,-0.0096371597011085,-0.0707968700747899
"independ",0.000165599061960901,0.0615562136081249,0.129783726133968
"carri",-5.55633368737425e-05,-0.0177591418710262,-0.0612603906181808
"problem",-8.95156445564352e-06,-0.00319912531637098,-0.0288611637307413
"york",0.000141989037512569,0.0482169167798908,0.0904489261550362
"rape",0.000195483593561711,0.15169245563846,0.627227752995468
"center",-0.000305517413121866,-0.121176160619761,-0.42549984772185
"sign",-0.000152639624932661,-0.0505758215141624,-0.146998057742409
"indict",0.00010071565238547,0.0554512625534431,0.183150919293289
"began",9.3959825535383e-05,0.0312950071576068,0.0538012891490126
"expect",-2.72914395451754e-05,-0.00849199213301576,-0.0401067261531099
"african",0.000905746886669439,0.70415470641893,2.00437742073169
"lead",-1.26046815808546e-05,-0.00373963855830855,-0.0287017697247429
"massacr",0.000569058500451841,0.338891092815885,0.987185514325642
"intellig",-0.000513094846007515,-0.221194270648201,-1.13007515655984
"import",-0.000169227706381827,-0.0513419746922605,-0.143006006069156
"deni",0.0003101037861847,0.0966334410594501,0.187311876352584
"point",-0.000241228927564881,-0.077662277490352,-0.224579999146592
"fear",9.73293866067128e-05,0.0336306555083354,0.064084756874302
"larg",0.000107263564316384,0.0339209289031681,0.0579133028829972
"receiv",-0.000107063746452312,-0.0342833839351998,-0.106214036693336
"repress",-0.000260753302778282,-0.0863217944169762,-0.258355875521218
"director",-5.24484884497822e-05,-0.0159435285258043,-0.0578684923300056
"vote",-0.000189399219162836,-0.0814404684954956,-0.327667942097068
"find",-0.000115413377100675,-0.036538591309794,-0.113382629298991
"arab",-0.000372948889953653,-0.206145773957324,-1.74840044137768
"pinochet",-0.000341023784300936,-0.210994912400657,-2.72856826126548
"commun",0.000460259433480158,0.184048821343534,0.454986765074096
"east",-0.000272542844215296,-0.135323603571464,-0.721825656492619
"relat",-0.000788010810542389,-0.221448672996277,-0.655579064067806
"disappear",-0.000541946771542729,-0.203061103950079,-0.868257459666964
"mass",0.000142531483927242,0.0553662015153923,0.140014855231446
"bomb",-0.00065164293443937,-0.240305960847082,-1.11049564177832
"stop",0.000174899833129789,0.059202691398042,0.130530995572848
"freedom",-0.000224500210891276,-0.0795995844610986,-0.270179508452467
"conflict",0.000228638559568275,0.0879759530839414,0.225620860379933
"rwanda",0.000558165737909147,0.698477186245086,3.11661399127056
"system",-2.98285355421583e-05,-0.0111025356042047,-0.0536360275263217
"pressur",-0.000280082170151004,-0.0870427986107228,-0.260891437457719
"life",0.000219193300144718,0.0773247620667693,0.183176608564224
"trade",-0.000218670457972374,-0.104642603177644,-0.515166791264724
"run",-0.000222718010166504,-0.0644756686763519,-0.181624659238544
"agenc",-0.00023491573707085,-0.0860468523154976,-0.308386866709804
"clear",-0.000468956681338715,-0.127426049201888,-0.341638253601457
"special",0.000159698880935038,0.0617498091088102,0.162357126562732
"march",-0.00012244432785432,-0.0410274070179987,-0.138222076157707
"committe",-0.000208044745563488,-0.0808917049523963,-0.310512326398118
"condit",-0.000227621000441232,-0.0734576745264899,-0.232017438556759
"el",-0.000551583365774536,-0.257136362597866,-2.38817919654275
"role",0.000136632719395963,0.0425277102092103,0.0848044722899903
"west",0.00024769970070606,0.120813912321188,0.39229532825749
"central",-0.000154948715228283,-0.0495241606271557,-0.159703682032846
"fire",-5.68950645473966e-05,-0.0213026714995523,-0.0882229141528855
"hundr",0.000277646333858293,0.0872754187452701,0.191094419866757
"local",0.00019946868665962,0.0794008991217137,0.221771176278528
"confer",-3.68125246288912e-05,-0.0174061020605958,-0.0909026648623174
"hold",-0.000260305777744031,-0.0697639592374444,-0.190519779171363
"north",-0.00016900087475944,-0.0974122073191106,-0.642062047101065
"step",-0.000108534742021612,-0.0304908079540619,-0.0955290713779093
"refus",-0.000319163734981275,-0.0845880729814644,-0.230849716728631
"convict",0.000112706034156329,0.042258392460886,0.111405002109498
"salvador",-0.00054603282333166,-0.254733711604214,-3.01817604466345
"don",9.34947316848385e-05,0.0309881541601143,0.0677507379595537
"result",-0.000141254805728319,-0.0405618904288896,-0.126147533430844
"detent",-0.000148295148235619,-0.0517712011190424,-0.189782990667882
"town",5.44924722982749e-05,0.0216360486270406,0.0542699057552762
"spokesman",0.000367658250447312,0.115896167008801,0.270371368437492
"deal",0.000309739810478766,0.100384194670995,0.242526935386635
"gen",-0.00114983390236248,-0.292859904829252,-1.01349326412266
"seek",-8.09302433957396e-05,-0.0218081647072753,-0.0729135545312716
"regim",-1.84139719088041e-05,-0.00656945944316871,-0.04027563241684
"chile",-0.000494747864914347,-0.229050202231436,-2.14238136648829
"worker",4.06596549168425e-05,0.0166627258653599,0.040983986676124
"univers",-0.000155258406882623,-0.0519900792196202,-0.187044382728426
"prime",-0.000217143810800696,-0.0700882547158771,-0.242956692908638
"demand",-0.000158371674399917,-0.0445943610349946,-0.138212918626975
"bring",-9.8528637893887e-05,-0.0263071952164844,-0.0842270400608381
"nato",-0.000446835266055927,-0.2226427828715,-2.57785773244945
"situat",-0.000176989819547125,-0.0489840077372003,-0.148347782552411
"free",-0.000189429509594242,-0.0563625872931577,-0.181309917689162
"express",-0.000268317119590951,-0.0711682479303901,-0.203518537310143
"percent",0.000117562147054727,0.0510560800104838,0.167596071804382
"activ",-0.000488464386332567,-0.129644923487246,-0.384152971132865
"agreement",-2.72325351471051e-05,-0.0105739887680494,-0.0571537464749481
"movement",0.000368597589516862,0.168112720938693,0.542870519102506
"jail",0.00025068196130993,0.0949237795392,0.274666458706751
"agre",-0.00029320839085618,-0.0815910279601539,-0.248143534109627
"www",-0.000444279040518911,-0.0941650511596026,-0.218887513409977
"nytim",-0.000453008355983458,-0.0948314336608409,-0.217912453630842
"isra",-0.00037110133983705,-0.188949466454677,-1.7577651833732
"resolut",-0.000255794126776018,-0.116254377804887,-0.651019203041412
"announc",3.2447362173194e-06,0.000952697222391078,-0.0161982971222409
"al",-0.000844450353207251,-0.291723902988156,-2.03823474709914
"suggest",-0.00043462623171365,-0.109601345457189,-0.309022437665205
"serv",-0.000336081829917836,-0.0879181231281483,-0.255513977006583
"start",0.000244989674145356,0.0734313793779642,0.172919349411768
"earli",-0.000181421298792608,-0.0464009937746889,-0.136204783399603
"senat",-0.000362733473873841,-0.149169140699267,-0.821103829797967
"leav",0.000106035279191799,0.0318776928308207,0.0690597268880406
"term",-0.000164910886743186,-0.0451015242595549,-0.141743941413673
"capit",0.000997835961127787,0.301692707663575,0.648572783816419
"dr",-0.000158358576154461,-0.0892660313919698,-0.6360723656143
"islam",-0.000481286334072214,-0.197683299019956,-1.31340063322095
"monitor",-0.000160223294841477,-0.0551965900134734,-0.216034531908777
"http",-0.000405673186689052,-0.082921104088731,-0.194444882159663
"claim",-0.000160998871065624,-0.0470966484500232,-0.160682043280527
"turkey",-0.000400522284769892,-0.206651247749365,-3.086810229933
"fail",-0.000470305549819324,-0.114868929313999,-0.329024660831666
"train",0.000109041086984669,0.0492812154729307,0.182922745495703
"white",0.000542068129683458,0.291151571722655,1.01032145621594
"thing",-0.000351302548386186,-0.0995385161097753,-0.333910236335132
"compani",0.000112842872456556,0.0794953452628079,0.440248031063514
"hear",0.000128763392963035,0.0457747378418174,0.132661127884363
"speak",7.72743608454303e-05,0.0224576252795201,0.0446217046083722
"appeal",0.000151625499514131,0.0535496082754308,0.156180144330467
"brought",-1.20762887367273e-05,-0.00309466916341189,-0.0260890525926507
"atroc",0.000421698507028288,0.137432545487132,0.363249910876182
"effect",-0.000428062233245444,-0.100746880631031,-0.280642574549867
"french",1.99912837110798e-05,0.0106737964671426,0.0376200637348852
"good",-0.000344012267756998,-0.0912014041519212,-0.288154608281875
"hagu",0.000153852254780609,0.0560287771284317,0.171466755278538
"begin",0.000430383458909135,0.114314753263977,0.25466007146876
"franc",0.000188182149992548,0.0872239751609813,0.334026728370088
"decad",0.000345400357444056,0.0890081543909338,0.193734711345328
"process",0.000127886250797083,0.0427605311300344,0.118342282922632
"side",-4.13171667081079e-05,-0.0118655835051014,-0.0529021098871741
"X20",-0.000259016227586266,-0.0633075136444265,-0.185237672998569
"creat",7.85234801812861e-05,0.0212759253577327,0.0389432656658337
"weapon",-5.74357682375757e-05,-0.022251712935082,-0.108484019600951
"militia",0.000593073581547519,0.327278167314636,1.14793574012988
"journalist",3.71737006790803e-05,0.0136031347517589,0.0314910885022831
"X2",-0.000100499131315343,-0.0266894208123881,-0.0921629699029429
