"","ld","smd","stlogoddse"
"vicent",-0.00309373309100691,-0.226727447810107,-2.44099764217543
"loyalti",-0.000363931217737041,-0.0332708991571417,-0.159797075072272
"pipelin",-0.000832127713023402,-0.098585617892367,-1.00672899999095
"prijedor",0.000687359636588899,0.213095404110543,3.48588097170348
"vukovar",0.000748476721361635,0.224434677594249,3.69048289989892
"ankara",-0.00146753846216623,-0.144092296687574,-1.47129324423034
"vengeanc",0.000124334416457594,0.0153475128470208,0.14616000846722
"yasukuni",-0.000414955803357587,-0.0830354606735498,-2.44099764217543
"investor",-0.000988771939776759,-0.0888154779321038,-0.563408544634547
"spotlight",7.07649253646463e-05,0.00683631542699542,0.0756483082385389
"recept",-0.000409158109620321,-0.041826183874506,-0.248675158889211
"profess",0.000727297235320304,0.0765856199660992,0.459208804303977
"tom",-0.000768642887345136,-0.065076866005678,-0.3444711965451
"seizur",7.5642004935972e-05,0.00706796812263228,0.0756483082385389
"antiterror",-0.000841918052546121,-0.0819550088473009,-0.563408544634547
"X2009",-0.000912907663050992,-0.0976527944511484,-0.837071913593212
"X1945",-0.0001723665990233,-0.0176514692813507,-0.0766848439228876
"fan",-0.00037930890719104,-0.0339665473160033,-0.159797075072272
"basqu",-0.000586027421836343,-0.0979809154589088,-2.42896058258748
"lash",-0.00106221773850085,-0.110263103684678,-0.993978646222543
"sampl",-2.10942201332579e-05,-0.00267637544212769,0.0162710387602641
"disarma",0.000176115548432506,0.0243349663801712,0.229075550269081
"infiltr",-0.000807096183159814,-0.0907848992916072,-0.824129827757705
"traitor",-0.000944260242217129,-0.0784019082604959,-0.435146074394657
"covert",-0.00129239420741439,-0.121624464021744,-0.993978646222543
"reliev",0.000323020093397154,0.0329569239627727,0.229075550269081
"wind",-0.000742451882639356,-0.0625854573851889,-0.330700824428352
"jone",-0.000156196794745414,-0.0251255517668086,-0.234680879036078
"miskito",-0.00038743044084181,-0.079667170727447,-2.42896058258748
"chen",-0.000421917193798905,-0.0731426366979644,-1.19876670763991
"reloc",-0.000794046558473104,-0.0784148405373249,-0.55006515807845
"mutual",-0.000186830126853639,-0.0171463004635379,-0.0622201681137867
"competit",-0.000700197394194794,-0.0607784358445227,-0.330700824428352
"magistr",-0.00165111775741058,-0.151569933473408,-1.45890980130932
"alvaro",-0.00266119531970781,-0.19242540592935,-1.45890980130932
"indefinit",-0.00095202014741106,-0.0858614758962633,-0.55006515807845
"steven",7.17358527470333e-05,0.00801028113753257,0.090616105593767
"X56",0.000261020645974783,0.0235707085107526,0.161392724827224
"blunt",-0.000904774057284891,-0.0767451343924201,-0.435146074394657
"reiter",0.000110785224265794,0.0099545251180642,0.090616105593767
"catastroph",-0.00019074638632248,-0.0173250754649937,-0.0622201681137867
"machet",-0.00253582331055342,-0.203817757318854,-2.42896058258748
"regiment",-0.000120716464073671,-0.013782570684876,-0.0622201681137867
"X51",0.00085507560662825,0.090283642170753,0.533000398490824
"song",-0.000246868477723709,-0.0263270656920269,-0.14557148507664
"prod",-0.000217763960279963,-0.0185114304008946,-0.0622201681137867
"secular",-0.00174199111534757,-0.154370240878742,-1.4463455812887
"maneuv",-0.00161107874008655,-0.126787078789619,-0.810990155104733
"revok",-0.00101661174068969,-0.0873753863893711,-0.536511641041558
"rein",-0.00151620716805446,-0.11514041759487,-0.664983593504341
"columbia",-0.000365585238615126,-0.037309675771051,-0.220455289040445
"supposedli",0.000151382168640163,0.013070285888849,0.105848821953772
"countless",-1.37529724533754e-05,-0.00120479710175734,0.0312388361154923
